dstport,protocol,tag
4114,UDP,IMAP
30714,ICMP,HTTP
18876,TCP,Telnet
65497,ICMP,HTTPS
10308,ICMP,SMTP
20171,ICMP,HTTPS
19503,ICMP,IMAP
55043,TCP,HTTPS
57776,UDP,HTTPS
45677,UDP,HTTP
279,ICMP,FTP
32371,ICMP,IMAP
49673,ICMP,HTTP
5243,UDP,IMAP
37163,UDP,IMAP
1315,TCP,DNS
57060,ICMP,HTTP
56276,ICMP,IMAP
54046,UDP,DNS
54216,ICMP,HTTPS
33308,UDP,FTP
43619,ICMP,POP3
35,TCP,POP3
29852,TCP,DNS
54774,ICMP,SSH
9293,ICMP,SMTP
54789,ICMP,HTTPS
61895,UDP,HTTP
41222,TCP,HTTP
62593,TCP,HTTPS
36144,TCP,SMTP
10815,TCP,FTP
51237,ICMP,SMTP
19514,ICMP,Telnet
55078,ICMP,FTP
562,TCP,DNS
49587,TCP,SSH
7007,UDP,POP3
43037,TCP,POP3
10780,TCP,SMTP
41856,UDP,SSH
55418,UDP,DNS
48948,ICMP,SMTP
19037,TCP,DNS
39223,TCP,IMAP
44438,UDP,HTTP
29059,ICMP,FTP
5621,TCP,POP3
21381,UDP,DNS
33044,TCP,HTTPS
24075,TCP,SSH
19507,TCP,FTP
34098,TCP,IMAP
35932,UDP,DNS
6479,UDP,DNS
36997,TCP,HTTPS
30798,TCP,SMTP
37473,ICMP,HTTPS
53413,ICMP,SSH
62740,UDP,FTP
30513,TCP,SMTP
46004,UDP,FTP
6194,UDP,SMTP
10095,TCP,DNS
16578,TCP,IMAP
61527,ICMP,DNS
47054,UDP,HTTP
60747,ICMP,HTTPS
8948,TCP,DNS
39562,ICMP,Telnet
16058,UDP,SSH
60388,TCP,HTTPS
21183,UDP,DNS
50530,UDP,HTTP
57704,ICMP,Telnet
21008,TCP,DNS
44720,TCP,FTP
61875,UDP,HTTP
34658,ICMP,FTP
44399,ICMP,IMAP
28643,TCP,FTP
45444,TCP,FTP
54509,ICMP,HTTPS
21802,ICMP,POP3
24007,ICMP,IMAP
11834,ICMP,IMAP
2954,UDP,Telnet
51868,TCP,IMAP
57275,TCP,IMAP
18654,ICMP,FTP
39932,ICMP,Telnet
26879,UDP,IMAP
29331,UDP,HTTP
37271,TCP,SMTP
57618,TCP,Telnet
62360,ICMP,POP3
60159,ICMP,HTTPS
62260,UDP,HTTP
20792,UDP,POP3
1780,TCP,HTTPS
5838,ICMP,HTTP
26556,TCP,HTTPS
7993,UDP,SSH
43387,TCP,Telnet
36292,UDP,HTTPS
43169,UDP,Telnet
40901,ICMP,FTP
39817,TCP,SSH
52523,TCP,SSH
50844,TCP,SMTP
23662,TCP,HTTPS
8974,ICMP,SSH
46770,UDP,IMAP
14006,TCP,DNS
32423,UDP,POP3
54946,UDP,HTTP
2350,TCP,HTTPS
7920,ICMP,SMTP
2999,UDP,FTP
16985,UDP,SSH
26731,ICMP,IMAP
22510,TCP,SMTP
49010,TCP,IMAP
61752,TCP,DNS
51582,ICMP,SSH
1676,TCP,Telnet
41404,UDP,FTP
32518,UDP,SSH
59269,ICMP,HTTPS
25304,ICMP,SMTP
40440,TCP,SSH
48910,UDP,SSH
25124,UDP,HTTPS
37585,TCP,DNS
20764,TCP,FTP
7241,UDP,FTP
2375,TCP,SSH
60932,UDP,HTTP
27865,ICMP,FTP
65037,UDP,SMTP
21480,ICMP,POP3
58884,ICMP,HTTP
28575,ICMP,Telnet
21420,UDP,HTTPS
30978,TCP,DNS
48448,ICMP,DNS
24329,TCP,Telnet
34194,ICMP,SMTP
37227,UDP,DNS
64885,UDP,POP3
41298,ICMP,SMTP
40320,ICMP,HTTP
60445,TCP,FTP
39301,TCP,POP3
23950,UDP,DNS
61081,TCP,SSH
25352,ICMP,HTTPS
43163,UDP,SSH
33542,ICMP,SSH
62478,TCP,SMTP
59680,TCP,IMAP
48763,UDP,HTTPS
18898,UDP,Telnet
62937,UDP,SSH
23116,UDP,SMTP
46065,TCP,SMTP
49323,UDP,HTTP
42961,ICMP,POP3
16284,TCP,HTTPS
26708,TCP,FTP
2587,ICMP,IMAP
33504,UDP,POP3
10840,TCP,POP3
60715,UDP,HTTPS
34754,TCP,IMAP
23277,UDP,SSH
60268,ICMP,HTTP
2940,ICMP,Telnet
16611,TCP,HTTP
44589,ICMP,FTP
58826,UDP,FTP
8856,UDP,SSH
10709,UDP,IMAP
41177,TCP,FTP
52398,UDP,HTTPS
13748,UDP,POP3
9063,UDP,Telnet
3862,UDP,POP3
13946,TCP,FTP
36165,TCP,IMAP
6329,ICMP,SMTP
9921,UDP,HTTP
61322,TCP,SSH
52638,TCP,HTTPS
3818,UDP,SMTP
58825,ICMP,POP3
18007,UDP,HTTP
65032,ICMP,SSH
11494,UDP,IMAP
55891,ICMP,SMTP
52802,TCP,HTTPS
44258,UDP,SMTP
58932,TCP,FTP
19510,TCP,HTTPS
37865,UDP,HTTP
39316,UDP,DNS
887,ICMP,DNS
11181,UDP,DNS
26615,ICMP,SMTP
63743,ICMP,DNS
44202,ICMP,SMTP
7617,UDP,POP3
56137,ICMP,HTTP
12717,ICMP,Telnet
22153,UDP,HTTP
35261,TCP,SSH
59588,ICMP,HTTP
51995,TCP,SMTP
10361,ICMP,HTTP
15482,TCP,HTTP
60162,UDP,DNS
32467,UDP,DNS
49560,ICMP,SSH
31815,UDP,HTTPS
35421,TCP,SMTP
11300,TCP,SSH
21,ICMP,SSH
47542,TCP,HTTP
51404,TCP,FTP
37230,ICMP,SMTP
6058,TCP,POP3
38184,UDP,POP3
8360,ICMP,IMAP
41397,ICMP,FTP
36229,ICMP,IMAP
27669,TCP,HTTPS
41688,UDP,IMAP
7671,ICMP,SMTP
48347,UDP,POP3
25765,UDP,SMTP
42336,ICMP,DNS
29423,UDP,SMTP
50367,TCP,DNS
29599,ICMP,SMTP
44439,UDP,POP3
63746,UDP,SSH
24374,UDP,POP3
33233,ICMP,SMTP
8425,UDP,IMAP
52935,TCP,FTP
7146,TCP,HTTP
9609,TCP,HTTP
23426,ICMP,HTTPS
11401,ICMP,IMAP
34223,UDP,SMTP
33636,UDP,Telnet
3530,TCP,HTTP
39039,ICMP,SSH
29163,TCP,HTTP
58161,ICMP,Telnet
55860,ICMP,HTTP
52875,ICMP,SSH
28319,ICMP,HTTP
46796,TCP,HTTPS
17678,ICMP,FTP
52046,TCP,DNS
36743,TCP,FTP
2576,TCP,DNS
61490,TCP,Telnet
49942,ICMP,SMTP
62011,TCP,POP3
16241,TCP,IMAP
7200,UDP,FTP
25658,UDP,HTTPS
29397,ICMP,FTP
43342,ICMP,SMTP
13131,TCP,DNS
16823,ICMP,POP3
6045,ICMP,HTTPS
51600,UDP,Telnet
46960,ICMP,IMAP
27532,ICMP,Telnet
19605,UDP,POP3
16898,UDP,FTP
30515,TCP,FTP
29692,ICMP,SSH
3508,TCP,HTTPS
23689,TCP,HTTP
34358,ICMP,SSH
19991,UDP,DNS
13775,ICMP,DNS
11008,ICMP,IMAP
12472,UDP,SSH
35324,TCP,Telnet
58525,ICMP,SSH
46141,ICMP,POP3
43878,ICMP,SSH
21288,UDP,FTP
61367,UDP,HTTPS
6425,ICMP,HTTP
17997,TCP,FTP
58973,ICMP,POP3
55033,ICMP,FTP
38224,ICMP,HTTP
1479,TCP,HTTPS
63944,ICMP,SSH
15654,TCP,POP3
27565,ICMP,SSH
31120,ICMP,Telnet
7643,ICMP,SMTP
19229,TCP,HTTPS
53278,UDP,SMTP
55079,TCP,HTTP
13153,UDP,HTTP
48970,ICMP,SMTP
43524,UDP,IMAP
41966,UDP,DNS
28568,ICMP,Telnet
5655,TCP,SMTP
16715,UDP,HTTPS
43894,ICMP,POP3
33196,TCP,SSH
59798,TCP,POP3
51270,TCP,Telnet
36365,ICMP,FTP
41496,ICMP,SMTP
32231,ICMP,SSH
39490,ICMP,POP3
38034,UDP,IMAP
4802,ICMP,POP3
28135,UDP,HTTPS
39723,UDP,Telnet
38545,UDP,HTTPS
2071,TCP,HTTPS
2573,UDP,SMTP
32914,ICMP,HTTP
28158,UDP,FTP
50456,ICMP,IMAP
52005,TCP,SMTP
1782,UDP,Telnet
36589,TCP,Telnet
21147,ICMP,FTP
65406,TCP,IMAP
5122,UDP,SSH
15741,ICMP,HTTP
29392,UDP,IMAP
38405,TCP,Telnet
57154,TCP,SSH
37704,UDP,HTTP
36861,ICMP,SSH
36043,UDP,IMAP
61328,UDP,HTTP
48484,UDP,Telnet
2322,TCP,SMTP
48527,UDP,HTTP
9534,ICMP,DNS
15068,ICMP,SSH
8807,ICMP,SMTP
29523,ICMP,Telnet
46327,ICMP,SSH
57567,TCP,HTTPS
11559,TCP,DNS
47566,UDP,FTP
55367,UDP,POP3
43788,UDP,DNS
46669,ICMP,IMAP
15001,TCP,POP3
9110,TCP,SMTP
19317,UDP,HTTPS
39773,TCP,IMAP
13164,TCP,IMAP
20613,UDP,FTP
57629,UDP,IMAP
63571,ICMP,HTTP
42691,UDP,IMAP
18476,ICMP,FTP
51239,ICMP,SSH
29132,UDP,SMTP
41244,UDP,HTTP
3180,ICMP,HTTPS
47491,UDP,POP3
3847,UDP,HTTP
51320,TCP,SMTP
41232,UDP,IMAP
36499,ICMP,DNS
48258,TCP,HTTPS
59539,ICMP,FTP
42291,UDP,DNS
34705,UDP,FTP
48069,ICMP,FTP
30748,TCP,Telnet
52344,UDP,SSH
3204,ICMP,IMAP
15067,TCP,SSH
54107,ICMP,IMAP
15723,ICMP,IMAP
8136,ICMP,FTP
2579,UDP,SSH
39331,ICMP,FTP
28148,ICMP,FTP
49823,ICMP,SSH
7339,ICMP,HTTP
48002,UDP,IMAP
23804,UDP,Telnet
30431,TCP,IMAP
39492,TCP,SSH
36030,UDP,DNS
43773,TCP,SMTP
37257,UDP,SSH
54070,ICMP,HTTPS
48437,UDP,SMTP
17602,TCP,IMAP
2959,ICMP,IMAP
46107,ICMP,SMTP
22623,TCP,FTP
29718,TCP,POP3
19262,TCP,Telnet
41964,ICMP,SSH
55671,ICMP,FTP
5401,UDP,HTTP
9771,TCP,SSH
4512,TCP,SSH
35476,TCP,FTP
51481,UDP,FTP
27640,TCP,POP3
34640,TCP,HTTP
33017,ICMP,Telnet
2008,UDP,SSH
61375,ICMP,HTTPS
14480,UDP,IMAP
12126,TCP,SSH
10832,UDP,IMAP
3139,UDP,DNS
30592,UDP,SSH
65074,TCP,Telnet
19022,ICMP,DNS
5715,UDP,Telnet
58819,ICMP,Telnet
11708,ICMP,Telnet
11453,UDP,IMAP
19373,ICMP,SSH
13737,TCP,Telnet
42444,TCP,POP3
4235,UDP,FTP
34985,UDP,POP3
63930,ICMP,IMAP
24033,UDP,SMTP
48534,UDP,SSH
22750,TCP,Telnet
63277,ICMP,FTP
24588,UDP,POP3
33691,ICMP,IMAP
60637,TCP,HTTPS
64379,UDP,HTTP
601,UDP,FTP
5996,UDP,FTP
47402,ICMP,FTP
36421,ICMP,Telnet
49641,UDP,Telnet
32557,UDP,Telnet
61116,ICMP,SMTP
6681,TCP,HTTP
8138,UDP,POP3
17407,TCP,SSH
56105,ICMP,IMAP
9150,TCP,POP3
8048,UDP,DNS
35239,ICMP,DNS
42749,UDP,FTP
38878,ICMP,SSH
24207,ICMP,HTTPS
20912,UDP,IMAP
57856,UDP,POP3
49409,ICMP,HTTPS
13295,TCP,IMAP
45210,ICMP,Telnet
22053,UDP,IMAP
6767,TCP,Telnet
16958,ICMP,DNS
8109,ICMP,HTTPS
6989,ICMP,SMTP
30911,UDP,FTP
20959,ICMP,HTTPS
28799,UDP,HTTP
11736,UDP,Telnet
15644,TCP,Telnet
35998,TCP,HTTPS
44113,ICMP,SMTP
48698,TCP,SMTP
24742,TCP,POP3
16402,UDP,SMTP
30748,TCP,POP3
4231,UDP,FTP
26600,UDP,SMTP
6378,TCP,IMAP
16730,TCP,FTP
46354,ICMP,SSH
35562,ICMP,POP3
49068,TCP,DNS
46281,ICMP,FTP
16673,UDP,DNS
4928,ICMP,HTTP
15907,UDP,SSH
9153,UDP,POP3
53719,ICMP,SSH
63366,TCP,HTTPS
43491,ICMP,Telnet
43022,TCP,IMAP
11378,TCP,Telnet
28053,TCP,SSH
64688,UDP,POP3
64745,UDP,Telnet
41855,TCP,SSH
22348,UDP,HTTP
18321,UDP,IMAP
64399,TCP,Telnet
51986,UDP,HTTP
54094,ICMP,HTTP
38070,UDP,HTTP
16950,UDP,FTP
7301,UDP,POP3
25869,ICMP,FTP
35644,TCP,IMAP
37076,ICMP,SMTP
46336,ICMP,POP3
16233,TCP,SMTP
61305,TCP,HTTP
58358,TCP,Telnet
20179,ICMP,SSH
60207,TCP,POP3
29304,UDP,FTP
23951,TCP,DNS
3094,ICMP,SMTP
37393,UDP,POP3
50457,TCP,FTP
58417,TCP,HTTPS
7808,ICMP,Telnet
50323,UDP,DNS
27506,TCP,SSH
44928,TCP,HTTPS
34425,UDP,IMAP
57947,TCP,Telnet
38822,UDP,FTP
1689,UDP,POP3
36955,UDP,POP3
27095,TCP,FTP
40923,UDP,SMTP
61310,TCP,HTTP
50570,TCP,DNS
53355,ICMP,SSH
52056,UDP,HTTP
27922,TCP,HTTPS
32257,UDP,SMTP
20533,ICMP,Telnet
53510,TCP,SSH
35191,ICMP,HTTPS
8969,UDP,IMAP
47256,TCP,IMAP
55295,TCP,DNS
1181,UDP,HTTP
24210,UDP,DNS
770,ICMP,SMTP
63077,UDP,Telnet
40382,ICMP,HTTP
21673,ICMP,POP3
53467,TCP,IMAP
28673,ICMP,FTP
49258,UDP,Telnet
60828,ICMP,Telnet
46927,TCP,SMTP
28317,TCP,FTP
13249,UDP,HTTPS
5472,TCP,SSH
40325,TCP,POP3
17628,UDP,Telnet
47093,UDP,FTP
32310,TCP,DNS
52238,UDP,SMTP
31044,ICMP,SSH
5631,UDP,DNS
33325,ICMP,SMTP
12887,TCP,POP3
57690,ICMP,DNS
49242,UDP,DNS
24301,UDP,SSH
43811,UDP,DNS
8089,TCP,SMTP
51898,TCP,IMAP
11360,TCP,FTP
12076,TCP,DNS
30536,ICMP,HTTPS
1542,UDP,SMTP
59831,TCP,SMTP
65329,UDP,IMAP
25748,ICMP,POP3
60496,UDP,FTP
25864,ICMP,SSH
29849,ICMP,HTTPS
56639,ICMP,FTP
26634,TCP,Telnet
8031,TCP,FTP
5880,ICMP,HTTP
1272,ICMP,SMTP
6951,TCP,Telnet
52710,TCP,HTTPS
60377,TCP,IMAP
41584,ICMP,HTTPS
11555,TCP,FTP
17424,ICMP,HTTP
12002,TCP,HTTPS
60863,ICMP,SSH
47055,ICMP,DNS
5865,UDP,DNS
2050,ICMP,DNS
11706,TCP,SSH
7878,UDP,FTP
60403,UDP,SSH
34298,UDP,SSH
34935,UDP,Telnet
26195,ICMP,HTTP
31444,UDP,IMAP
53416,ICMP,IMAP
58932,TCP,DNS
810,ICMP,HTTP
7663,ICMP,SSH
47319,TCP,FTP
32482,TCP,HTTPS
6954,TCP,SMTP
61274,ICMP,FTP
4013,TCP,DNS
50736,ICMP,HTTPS
1440,ICMP,HTTP
11742,TCP,HTTP
4495,UDP,POP3
46970,TCP,FTP
18937,TCP,IMAP
65110,ICMP,SMTP
38288,TCP,Telnet
47709,UDP,HTTPS
47820,UDP,POP3
49293,UDP,SSH
48873,TCP,Telnet
19717,ICMP,HTTP
14322,UDP,SMTP
49989,TCP,HTTPS
37062,TCP,Telnet
40362,ICMP,HTTP
45320,TCP,IMAP
3085,TCP,SSH
25494,ICMP,HTTP
23615,ICMP,POP3
29785,UDP,HTTPS
37403,UDP,POP3
2906,ICMP,HTTPS
5118,TCP,HTTP
19044,ICMP,FTP
15115,UDP,POP3
43026,TCP,FTP
51441,UDP,HTTPS
18532,UDP,IMAP
35577,TCP,SMTP
46641,UDP,HTTP
25475,UDP,FTP
14347,TCP,DNS
55587,ICMP,SMTP
21530,UDP,FTP
33183,UDP,POP3
31040,ICMP,SSH
23202,UDP,HTTPS
13373,UDP,HTTP
17133,TCP,HTTPS
65359,TCP,FTP
18723,TCP,Telnet
11459,ICMP,POP3
33142,UDP,IMAP
413,ICMP,Telnet
38384,ICMP,IMAP
43765,TCP,FTP
56268,ICMP,Telnet
8787,UDP,SMTP
57197,ICMP,HTTP
34972,TCP,IMAP
17633,ICMP,Telnet
13428,ICMP,Telnet
24851,TCP,IMAP
37324,ICMP,IMAP
39065,ICMP,POP3
61170,ICMP,SMTP
41070,ICMP,HTTPS
49510,ICMP,FTP
42816,ICMP,SMTP
64691,TCP,HTTPS
20804,UDP,Telnet
21756,TCP,POP3
28153,UDP,POP3
23762,TCP,SMTP
40850,ICMP,SMTP
46264,ICMP,POP3
59561,TCP,POP3
44026,ICMP,HTTP
33117,TCP,DNS
58745,ICMP,HTTP
4347,TCP,FTP
48131,UDP,FTP
64047,TCP,SMTP
1850,UDP,Telnet
41652,TCP,HTTP
59300,ICMP,SMTP
32554,ICMP,IMAP
12087,TCP,Telnet
45016,TCP,Telnet
54506,UDP,HTTP
16849,TCP,Telnet
23619,TCP,SMTP
51534,UDP,Telnet
8693,UDP,Telnet
2186,TCP,DNS
46435,ICMP,HTTPS
29188,TCP,HTTP
36200,TCP,SMTP
50223,ICMP,SMTP
50651,ICMP,POP3
11634,TCP,SMTP
22734,UDP,Telnet
59624,TCP,Telnet
27878,ICMP,HTTPS
36750,UDP,SSH
3816,TCP,HTTPS
44867,UDP,IMAP
28062,TCP,FTP
58328,UDP,HTTP
5922,UDP,DNS
38612,ICMP,SSH
3058,TCP,Telnet
3988,ICMP,HTTP
50962,UDP,FTP
47870,UDP,SMTP
15085,TCP,IMAP
20443,UDP,HTTPS
31997,TCP,SMTP
56631,TCP,Telnet
40388,UDP,Telnet
24712,ICMP,IMAP
32909,TCP,IMAP
41731,ICMP,POP3
19225,UDP,DNS
2514,ICMP,POP3
65479,ICMP,DNS
35306,ICMP,HTTPS
16432,TCP,SMTP
39383,TCP,SMTP
31343,ICMP,HTTP
16705,ICMP,POP3
44569,ICMP,SMTP
60898,UDP,SSH
48074,UDP,HTTPS
15050,ICMP,DNS
20976,TCP,IMAP
62568,ICMP,SMTP
56855,TCP,IMAP
20836,ICMP,HTTPS
40477,ICMP,FTP
16068,TCP,IMAP
54269,ICMP,POP3
28882,UDP,POP3
3650,ICMP,SMTP
31488,TCP,HTTPS
59083,UDP,FTP
23056,UDP,Telnet
35570,ICMP,Telnet
14001,UDP,FTP
39009,UDP,Telnet
62852,TCP,SSH
47290,TCP,FTP
51900,TCP,DNS
33756,UDP,FTP
31883,UDP,FTP
12810,TCP,DNS
13944,UDP,POP3
22833,TCP,HTTPS
63892,UDP,SSH
43859,TCP,POP3
53023,UDP,POP3
232,UDP,FTP
42727,UDP,DNS
9618,TCP,IMAP
9650,TCP,DNS
61444,TCP,HTTPS
10744,UDP,SMTP
12294,ICMP,HTTP
60319,ICMP,FTP
15032,ICMP,HTTP
8705,UDP,SSH
37275,ICMP,DNS
29937,UDP,SSH
19162,ICMP,DNS
705,ICMP,SSH
50401,TCP,HTTP
51976,ICMP,POP3
48995,ICMP,Telnet
19764,UDP,HTTP
27578,UDP,SSH
11161,TCP,DNS
46782,ICMP,HTTPS
38797,ICMP,HTTPS
22991,UDP,IMAP
12545,TCP,IMAP
42605,TCP,IMAP
2412,UDP,POP3
56519,UDP,Telnet
22814,ICMP,HTTP
64667,UDP,HTTP
4093,TCP,FTP
42589,TCP,SSH
11693,UDP,HTTP
11214,UDP,SMTP
33838,TCP,SMTP
11226,ICMP,DNS
33423,TCP,SMTP
45805,ICMP,IMAP
62620,UDP,HTTPS
12827,UDP,Telnet
63875,UDP,HTTPS
24079,ICMP,POP3
36719,ICMP,FTP
35922,TCP,DNS
53719,TCP,IMAP
51847,ICMP,HTTP
41415,TCP,HTTPS
63733,ICMP,POP3
58274,ICMP,FTP
50585,ICMP,SMTP
52772,UDP,IMAP
62012,ICMP,Telnet
64432,UDP,IMAP
51247,UDP,HTTP
35319,ICMP,FTP
13399,TCP,Telnet
52943,TCP,HTTPS
17888,UDP,SSH
2095,ICMP,SMTP
36985,ICMP,FTP
10818,UDP,FTP
64505,TCP,POP3
44018,TCP,FTP
57729,UDP,SSH
28391,ICMP,SMTP
59426,ICMP,FTP
51610,UDP,HTTPS
1642,ICMP,Telnet
15172,UDP,FTP
19275,ICMP,SMTP
44746,UDP,HTTPS
13241,ICMP,HTTPS
9822,TCP,FTP
46816,TCP,POP3
40071,UDP,DNS
33169,ICMP,Telnet
10779,UDP,Telnet
29002,TCP,SMTP
11294,TCP,IMAP
42870,UDP,SSH
14936,UDP,IMAP
946,TCP,HTTPS
23548,ICMP,SSH
61017,ICMP,Telnet
5316,UDP,SMTP
24336,UDP,FTP
55113,TCP,POP3
47574,UDP,FTP
35929,TCP,DNS
59056,TCP,DNS
45229,TCP,SMTP
28171,ICMP,Telnet
18259,ICMP,SSH
35550,UDP,SSH
1140,TCP,HTTPS
31666,TCP,HTTPS
15633,ICMP,HTTPS
53846,UDP,HTTPS
7021,ICMP,SMTP
45175,TCP,HTTP
60749,UDP,SMTP
42846,TCP,SMTP
17974,UDP,SMTP
53688,ICMP,SMTP
50934,UDP,IMAP
36703,TCP,SMTP
33451,TCP,FTP
31159,ICMP,HTTP
44117,TCP,FTP
36050,ICMP,FTP
24904,UDP,IMAP
47210,TCP,Telnet
27386,ICMP,POP3
63108,UDP,SMTP
3772,UDP,POP3
40349,UDP,HTTPS
49187,TCP,HTTPS
59177,ICMP,POP3
15921,UDP,Telnet
7349,TCP,HTTPS
55294,ICMP,IMAP
60312,ICMP,FTP
56676,ICMP,HTTP
49310,UDP,FTP
52321,ICMP,SMTP
55688,TCP,FTP
58398,ICMP,FTP
29100,UDP,Telnet
18369,ICMP,Telnet
60809,TCP,DNS
57667,TCP,FTP
37546,TCP,HTTPS
2653,TCP,SMTP
35056,TCP,SSH
34802,ICMP,POP3
24091,ICMP,SMTP
15279,UDP,SSH
19563,TCP,SMTP
16858,ICMP,POP3
37058,ICMP,IMAP
56239,TCP,HTTP
43852,TCP,FTP
56123,ICMP,POP3
54047,TCP,POP3
422,UDP,Telnet
26309,TCP,POP3
19374,TCP,FTP
46006,ICMP,FTP
41893,UDP,Telnet
15465,ICMP,SSH
24708,TCP,FTP
11294,ICMP,SSH
62076,UDP,SSH
28606,UDP,SMTP
7128,UDP,POP3
61201,TCP,DNS
59007,UDP,SSH
4089,TCP,SSH
29399,TCP,SSH
6807,UDP,SSH
43529,UDP,HTTPS
7692,TCP,Telnet
58,TCP,HTTP
33790,TCP,Telnet
52684,UDP,Telnet
40216,TCP,HTTPS
7200,ICMP,FTP
31074,ICMP,SMTP
19280,ICMP,DNS
27049,UDP,POP3
21262,UDP,IMAP
15544,ICMP,POP3
33290,UDP,POP3
28551,UDP,IMAP
50197,TCP,DNS
59554,ICMP,HTTP
44299,ICMP,IMAP
9747,ICMP,HTTP
64334,TCP,SMTP
25254,UDP,DNS
54017,ICMP,IMAP
22735,ICMP,SSH
6099,UDP,HTTPS
49078,ICMP,HTTP
40148,UDP,SMTP
1265,ICMP,DNS
38744,UDP,HTTP
62264,UDP,HTTPS
43229,ICMP,SSH
60916,TCP,HTTPS
25841,TCP,SSH
61596,ICMP,Telnet
52100,ICMP,Telnet
51595,UDP,SMTP
59060,TCP,SSH
36456,TCP,IMAP
47328,UDP,SMTP
6404,UDP,SSH
23406,TCP,Telnet
15688,UDP,SMTP
61641,UDP,DNS
20041,TCP,HTTPS
29015,TCP,HTTP
25213,UDP,SSH
65299,ICMP,FTP
856,ICMP,IMAP
46486,UDP,FTP
44385,ICMP,SMTP
44053,ICMP,Telnet
36164,ICMP,Telnet
49531,UDP,DNS
43022,ICMP,Telnet
50424,ICMP,FTP
2445,TCP,DNS
32593,UDP,SSH
51030,ICMP,SMTP
20899,TCP,POP3
39526,UDP,HTTPS
14676,UDP,IMAP
9030,TCP,HTTP
14381,UDP,SMTP
8279,ICMP,POP3
45870,UDP,SSH
16084,TCP,HTTP
22329,UDP,Telnet
29331,UDP,SMTP
54807,UDP,HTTP
11469,TCP,HTTP
65284,TCP,HTTP
12549,ICMP,Telnet
39912,ICMP,HTTPS
31929,ICMP,DNS
38748,TCP,POP3
60843,TCP,HTTP
60382,ICMP,POP3
43256,TCP,IMAP
42272,ICMP,Telnet
57361,UDP,SMTP
48016,UDP,FTP
23192,ICMP,IMAP
46810,TCP,DNS
38884,ICMP,IMAP
61522,UDP,IMAP
35958,TCP,IMAP
57964,UDP,POP3
31652,ICMP,IMAP
11625,TCP,HTTPS
1982,TCP,Telnet
5215,UDP,SMTP
46170,TCP,SMTP
44843,UDP,SMTP
35876,UDP,HTTP
63457,ICMP,Telnet
28147,UDP,DNS
63268,ICMP,Telnet
46604,ICMP,HTTP
145,TCP,SSH
50543,TCP,HTTPS
51703,UDP,SSH
32119,ICMP,SMTP
60905,ICMP,HTTP
40117,UDP,IMAP
30555,ICMP,SSH
611,ICMP,SSH
15321,UDP,SSH
14574,ICMP,Telnet
19915,TCP,DNS
10829,ICMP,FTP
27491,TCP,HTTPS
48602,UDP,SMTP
52653,TCP,IMAP
21579,ICMP,DNS
42683,ICMP,SMTP
30100,UDP,SSH
11599,UDP,Telnet
9163,UDP,Telnet
61444,ICMP,SMTP
14239,UDP,FTP
19737,UDP,HTTPS
21110,ICMP,IMAP
23272,ICMP,Telnet
38625,ICMP,HTTPS
4109,TCP,HTTPS
63726,UDP,POP3
45580,UDP,Telnet
20739,UDP,Telnet
23338,TCP,FTP
27144,UDP,DNS
65239,TCP,SMTP
32413,UDP,SMTP
34013,TCP,SSH
13570,ICMP,SSH
42092,UDP,SMTP
37268,TCP,IMAP
50360,UDP,HTTP
16345,TCP,IMAP
46155,ICMP,DNS
47702,UDP,SSH
51026,ICMP,HTTP
7274,UDP,SMTP
56561,ICMP,HTTP
1979,TCP,HTTP
3797,UDP,Telnet
53510,ICMP,POP3
3169,UDP,IMAP
47574,UDP,DNS
20651,ICMP,SMTP
16342,UDP,POP3
63608,ICMP,HTTP
41717,UDP,FTP
60182,TCP,IMAP
59859,UDP,IMAP
21725,UDP,DNS
35563,UDP,HTTP
55695,ICMP,HTTPS
7244,UDP,HTTPS
48091,TCP,FTP
42513,UDP,Telnet
49029,ICMP,HTTP
50741,TCP,HTTP
27248,ICMP,HTTP
36636,UDP,FTP
7115,ICMP,IMAP
35169,UDP,POP3
54043,TCP,HTTPS
23248,TCP,HTTP
61807,UDP,DNS
2839,ICMP,Telnet
65167,UDP,HTTPS
24266,ICMP,DNS
47630,UDP,POP3
55293,ICMP,DNS
10257,UDP,IMAP
19593,UDP,FTP
16532,UDP,DNS
2571,TCP,SSH
38460,ICMP,HTTP
11981,UDP,SSH
57384,ICMP,FTP
27430,ICMP,IMAP
18172,ICMP,SMTP
1207,UDP,DNS
50181,ICMP,Telnet
39671,ICMP,Telnet
21536,ICMP,POP3
46199,ICMP,IMAP
16616,TCP,DNS
25543,UDP,FTP
12244,TCP,HTTP
51507,TCP,HTTP
30158,UDP,SMTP
53455,TCP,DNS
23699,ICMP,IMAP
43457,ICMP,FTP
34076,UDP,FTP
15481,ICMP,SMTP
24926,UDP,HTTP
42151,ICMP,SMTP
43911,TCP,FTP
39798,UDP,IMAP
6522,ICMP,Telnet
8198,UDP,HTTP
9890,ICMP,FTP
25830,ICMP,HTTP
56335,UDP,DNS
31522,UDP,Telnet
29838,UDP,DNS
24938,ICMP,IMAP
65486,UDP,SSH
6133,TCP,HTTPS
28578,UDP,FTP
13627,UDP,SMTP
11731,TCP,IMAP
32018,ICMP,POP3
34738,ICMP,SMTP
52229,ICMP,SSH
59654,TCP,IMAP
62534,TCP,HTTPS
42188,TCP,SMTP
47845,UDP,POP3
9870,UDP,DNS
16978,UDP,FTP
53962,ICMP,SSH
